Mã khách hàng,Tuổi khách hàng,Thu nhập hàng năm (VND),Tình trạng sở hữu nhà,Thâm niên làm việc (năm),Mục đích khoản vay,Hạng tín dụng khoản vay,Số tiền vay đề nghị (VND),Lãi suất khoản vay (%),"Trạng thái trả nợ (0 = không vỡ nợ, 1 = vỡ nợ)",Tỷ lệ thu nhập dành cho trả nợ,Từng vỡ nợ trong hồ sơ tín dụng (Có/Không),Thời gian lịch sử tín dụng (năm),Giới tính,Tình trạng hôn nhân,Trình độ học vấn,Quốc gia cư trú,Tỉnh/Bang cư trú,Thành phố cư trú,Vĩ độ thành phố,Kinh độ thành phố,Loại hình việc làm,Thời hạn khoản vay (tháng),Tỷ lệ khoản vay trên thu nhập,Khoản nợ khác (VND),Tỷ lệ tổng nợ trên thu nhập,Số tài khoản tín dụng đang mở,Tỷ lệ sử dụng tín dụng,Số lần quá hạn trong quá khứ
CUST_07076,25,1407915540.0,2,1,3,5,182507570.0,20.89,1,0.13,1,3,0,2,3,0,0,17,48.4284,-123.3656,2,36,0.1296296296296296,138526056.661346,0.228020515109412,6,0.5946293560507802,1
CUST_05445,24,1504175246.92,2,2,1,2,130362550.0,13.23,0,0.09,0,3,0,3,0,1,3,0,42.8864,-78.8784,0,12,0.086667128891354,246719253.4535783,0.2506900736637594,2,0.503998071975316,0
CUST_19657,30,938610360.0,2,2,3,0,83432032.0,7.88,0,0.09,1,10,0,1,3,1,1,13,37.7749,-122.4194,3,36,0.0888888888888888,112708344.7398705,0.2089689024313246,11,0.7281967806915268,0
CUST_31729,42,2570827703.53,3,19,5,2,632258367.5,14.22,1,0.21,1,14,0,3,0,2,8,14,51.6214,-3.9436,3,24,0.2459357220368548,423635191.4213576,0.410721246496415,9,0.7946280482258323,0
CUST_10026,25,1694713150.0,3,3,4,2,182507570.0,14.72,0,0.11,1,3,0,3,0,0,0,17,48.4284,-123.3656,1,36,0.1076923076923077,248000996.6536705,0.2540303452850829,2,0.2930780376208823,0
CUST_17286,25,1564350600.0,2,4,2,0,255510598.0,10.99,0,0.16,1,2,1,3,3,1,3,0,42.8864,-78.8784,2,24,0.1633333333333333,292459544.2437038,0.3502860178809684,8,0.2544796533038895,0
CUST_08826,25,1084068893.29,2,9,4,2,208580080.0,13.92,0,0.19,0,3,0,1,3,0,4,15,43.6532,-79.3832,2,36,0.1924048197407345,205896497.4768569,0.3823341671754619,11,0.5269333466168147,0
CUST_14294,26,2296153810.68,2,10,3,1,375444144.0,10.99,0,0.16,1,2,1,3,3,1,3,0,42.8864,-78.8784,2,24,0.163510014988418,437887516.6125943,0.3542147990389757,6,0.3630582172482877,0
CUST_32068,37,3783746941.24,3,21,0,1,296574801.25,10.99,1,0.08,1,11,1,1,1,2,8,14,51.6214,-3.9436,3,24,0.078381246382404,383324172.1272897,0.1796893354486531,14,0.6817217638577738,1
CUST_23208,27,1564350600.0,3,2,5,1,125148048.0,11.89,0,0.08,1,7,1,3,3,1,3,0,42.8864,-78.8784,0,60,0.08,158281190.3355471,0.1811801256927616,6,0.4672805218197822,1
CUST_26260,30,2607251000.0,3,2,2,3,260725100.0,16.77,0,0.1,0,10,0,3,0,0,4,15,43.6532,-79.3832,2,24,0.1,170298769.3591461,0.1653173665900007,4,0.8516330677741062,1
CUST_22006,31,1338041213.2,1,1,5,2,130362550.0,11.97,0,0.1,0,9,1,3,3,1,3,0,42.8864,-78.8784,2,36,0.0974279033515198,329362337.4282739,0.3435805137338156,10,0.8447383889739888,0
CUST_14755,23,2972266140.0,3,4,0,1,260725100.0,10.99,0,0.09,1,2,0,1,0,2,8,1,51.4816,-3.1791,3,24,0.087719298245614,816353561.3522499,0.3623762511900263,14,0.8110001779303359,1
CUST_24301,34,1825075700.0,2,1,2,3,109504542.0,14.61,1,0.06,1,6,0,1,3,0,4,11,45.4215,-75.6972,0,36,0.06,130741859.8060407,0.1316364037974099,9,0.8571432469357771,0
CUST_00597,22,970210242.1199999,2,6,3,4,521450199.9999999,16.69,1,0.54,1,3,0,0,3,2,2,8,53.4808,-2.2426,0,36,0.5374610340750295,193426393.0910136,0.736826475392531,12,0.5580358704906556,1
CUST_18926,31,281583108.0,2,4,4,2,52145020.0,14.72,1,0.19,0,5,1,1,3,0,5,9,45.5017,-73.5673,2,36,0.1851851851851851,14463893.93742201,0.2365515261569668,10,0.8464085291521876,0
CUST_06338,25,1277552990.0,3,2,1,1,475171494.75,10.0,0,0.37,1,4,0,1,3,2,8,14,51.6214,-3.9436,3,36,0.3719387755102041,374610474.2975047,0.6651637745746303,4,0.6234912980630445,1
CUST_26762,33,991172540.16,2,10,2,0,391087650.0,6.17,1,0.39,1,9,1,3,0,2,8,1,51.4816,-3.1791,2,12,0.394570707070707,134944544.4179725,0.5307170781114031,15,0.3753093966102857,0
CUST_25467,28,1908507732.0,2,2,0,0,312870120.0,8.9,0,0.16,1,10,1,3,0,0,4,11,45.4215,-75.6972,1,36,0.1639344262295081,296372491.5530653,0.3192245969654082,11,0.5488328455182576,1
CUST_29109,34,1394879285.0,2,0,5,0,83432032.0,6.76,0,0.06,1,10,0,3,3,1,3,10,40.7128,-74.006,0,60,0.0598130841121495,209747066.2847289,0.2101824160968373,6,0.6153092652815217,0
CUST_24752,34,2085800800.0,2,6,3,1,260725100.0,9.91,0,0.13,1,7,0,1,0,1,7,2,32.7767,-96.797,2,60,0.125,346219779.2565187,0.290988899446447,3,0.7275965789509319,0
CUST_24639,31,1955438250.0,3,5,1,2,65181274.99999999,12.99,0,0.03,0,5,0,1,0,0,4,11,45.4215,-75.6972,2,60,0.0333333333333333,328093381.1162223,0.2011184224898036,13,0.553653317058778,0
CUST_13434,24,2064942792.0,3,8,4,2,169471315.0,11.78,1,0.08,0,3,0,3,3,1,3,10,40.7128,-74.006,2,60,0.082070707070707,601392947.5692288,0.3733102270705564,15,0.9354132392972032,0
CUST_31784,43,3676223910.0,3,24,5,1,156435060.0,10.99,0,0.04,1,14,1,1,3,2,8,14,51.6214,-3.9436,2,60,0.0425531914893617,185827519.9103025,0.0931016685298427,3,0.3234015129605359,0
CUST_15996,24,1251480480.0,3,4,5,0,104290040.0,5.42,0,0.08,1,4,0,3,3,0,4,15,43.6532,-79.3832,2,12,0.0833333333333333,357756418.8402422,0.3691998926265652,14,0.220662996707867,1
CUST_24231,29,1825075700.0,0,1,0,1,130362550.0,11.14,0,0.07,1,6,0,1,3,0,0,16,49.2827,-123.1207,2,12,0.0714285714285714,496636151.1571675,0.3435466820127886,11,0.8102420685856774,2
CUST_11547,25,1694713150.0,2,2,2,2,260725100.0,13.79,0,0.15,0,3,1,0,1,2,6,4,55.8642,-4.2518,3,12,0.1538461538461538,247345937.7449218,0.2997976605922494,11,0.1499389727777922,0
CUST_17418,24,1835478631.49,2,0,5,0,26072510.0,8.59,0,0.01,1,3,1,2,0,0,4,11,45.4215,-75.6972,2,60,0.0142047472265231,373313873.7816184,0.2175924998142885,7,0.8580941033726123,0
CUST_21322,28,834320320.0,2,0,3,2,143398805.0,15.96,0,0.17,0,8,1,1,0,2,6,4,55.8642,-4.2518,3,36,0.171875,48782434.36903606,0.2303446707003804,3,0.2258358905495488,0
CUST_10436,23,1612219728.36,3,4,3,3,44323267.0,16.77,1,0.03,1,4,0,3,3,2,8,1,51.4816,-3.1791,2,36,0.027492075813442,339333277.903733,0.2379679011210217,15,0.7675788461738154,0
CUST_07367,25,1955438250.0,2,2,2,2,169471315.0,13.57,0,0.09,0,2,1,1,0,1,3,10,40.7128,-74.006,2,60,0.0866666666666666,458546128.3775822,0.3211645488562894,5,0.5832073994174287,0
CUST_28440,28,1101302822.4,1,2,0,1,312870120.0,11.86,0,0.28,1,6,1,3,3,2,8,14,51.6214,-3.9436,2,36,0.2840909090909091,88081919.17207944,0.3640706543349357,2,0.519453865908578,0
CUST_00042,24,312870120.0,1,4,4,1,65181274.99999999,12.69,1,0.21,1,3,0,1,0,0,4,11,45.4215,-75.6972,0,36,0.2083333333333333,89666514.43142802,0.4949267428651481,15,0.4728106189031163,1
CUST_31301,44,2223463652.8,3,4,0,1,182507570.0,10.62,0,0.08,1,12,0,1,3,1,3,0,42.8864,-78.8784,2,12,0.0820825515947467,199298025.4993865,0.1717165895734702,9,0.7092482999945062,0
CUST_01343,25,730030280.0,2,6,3,0,26072510.0,7.51,0,0.04,1,3,1,0,1,2,8,14,51.6214,-3.9436,2,36,0.0357142857142857,132876512.0522391,0.2177293550785853,12,0.4600432643041523,0
CUST_01850,26,2607251000.0,2,0,3,2,391087650.0,14.26,0,0.15,0,2,0,3,3,2,2,8,53.4808,-2.2426,2,12,0.15,199051622.0054263,0.2263454005791641,3,0.148297248587109,1
CUST_09854,23,1042900400.0,2,4,4,0,234652590.0,7.49,0,0.23,1,3,1,3,0,2,6,3,55.9533,-3.1883,0,24,0.225,164032770.7942299,0.3822851739190337,8,0.7756375950380707,0
CUST_06950,26,2111873310.0,2,10,0,0,156435060.0,7.51,1,0.07,1,2,1,3,3,0,0,17,48.4284,-123.3656,2,60,0.074074074074074,234421026.7425475,0.1850755369139769,1,0.1397463256705207,0
CUST_27301,32,3389426300.0,3,0,0,0,312870120.0,8.59,0,0.09,1,7,1,1,1,1,1,13,37.7749,-122.4194,0,36,0.0923076923076923,715855696.8270775,0.3035103069882586,7,0.0504095465279138,0
CUST_28746,33,4432326700.0,1,15,5,2,547522710.0,14.26,0,0.12,1,9,1,1,3,1,3,10,40.7128,-74.006,2,24,0.1235294117647058,1166841784.899629,0.3867865820675241,7,0.4435401422341156,0
CUST_14015,26,1813994883.25,2,3,5,0,365015140.0,9.63,0,0.2,1,3,1,3,0,2,8,1,51.4816,-3.1791,2,36,0.2012217031979878,285767489.7839562,0.3587565961696635,11,0.8312259754945341,2
CUST_31302,39,2242235860.0,3,10,1,0,221616335.0,6.03,0,0.1,1,11,0,1,0,2,8,14,51.6214,-3.9436,2,36,0.0988372093023255,196819269.4402147,0.1866153386915392,1,0.2646964874439929,0
CUST_14801,24,2998338650.0,3,7,1,0,39108765.0,6.76,0,0.01,1,4,1,3,1,2,8,1,51.4816,-3.1791,2,60,0.0130434782608695,893066819.2472551,0.3108973645279378,11,0.1136392698718462,0
CUST_23640,31,1694713150.0,3,11,0,1,130362550.0,10.99,0,0.08,1,5,0,2,0,1,3,0,42.8864,-78.8784,2,24,0.0769230769230769,375513285.4643602,0.2985023367903648,2,0.4443957290262582,0
CUST_26256,27,1473096815.0,2,2,1,3,365015140.0,13.87,1,0.25,1,8,0,1,3,0,5,12,46.8139,-71.208,2,24,0.247787610619469,407959748.6067819,0.5247278255820422,3,0.0876584472185444,2
CUST_24391,29,1877220720.0,3,5,0,0,260725100.0,6.17,0,0.14,1,10,1,1,3,0,0,17,48.4284,-123.3656,2,36,0.1388888888888889,165533159.739045,0.2270688018716547,12,0.5140199051316284,1
CUST_23635,28,969897372.0,2,4,1,3,234652590.0,14.59,1,0.24,0,8,1,1,3,2,8,14,51.6214,-3.9436,2,60,0.2419354838709677,222869621.5709154,0.4717222922539431,6,0.0783981303064081,2
CUST_05708,25,1199335460.0,3,4,2,2,55404083.75,12.99,0,0.05,0,2,1,3,3,1,1,13,37.7749,-122.4194,3,12,0.046195652173913,236666400.8019452,0.243526931615901,11,0.3096117542414199,2
CUST_06075,22,651812750.0,2,4,5,2,151872370.75,14.27,0,0.23,1,2,0,2,3,1,1,7,34.0522,-118.2437,2,24,0.233,168418123.5140237,0.4913842115914788,10,0.4727881301834841,2
CUST_08997,25,1381843030.0,2,9,2,2,208580080.0,12.23,0,0.15,1,3,0,3,0,1,1,7,34.0522,-118.2437,2,36,0.1509433962264151,403677650.8673918,0.44307328515265,3,0.7464689851465656,3
CUST_26945,33,3128701200.0,3,14,4,1,52145020.0,12.69,0,0.02,1,9,1,1,3,1,1,13,37.7749,-122.4194,0,36,0.0166666666666666,165406269.527033,0.0695340576233464,1,0.822593929701431,1
CUST_23109,27,1407915540.0,2,4,5,2,208580080.0,13.8,0,0.15,0,5,0,3,0,0,4,11,45.4215,-75.6972,3,36,0.1481481481481481,300279906.7873276,0.3614279211573498,9,0.4767531334231875,0
CUST_03168,23,782175300.0,2,4,5,1,91253785.0,11.49,1,0.12,1,2,0,1,3,1,1,7,34.0522,-118.2437,2,60,0.1166666666666666,71885219.76926403,0.208570898070118,7,0.3249799007288817,0
CUST_20470,31,782175300.0,2,4,5,1,125148048.0,12.42,0,0.16,1,8,0,3,1,2,2,6,51.5074,-0.1278,0,24,0.16,127149494.937273,0.3225588214525223,5,0.2816568057544654,0
CUST_29718,38,938610360.0,3,14,4,1,469305180.0,10.38,0,0.5,1,13,1,1,3,2,8,1,51.4816,-3.1791,2,24,0.5,198956002.9477175,0.7119686841595456,7,0.704188614798941,0
CUST_04490,24,1303625500.0,2,2,4,2,125148048.0,13.22,0,0.1,1,4,1,3,3,2,2,8,53.4808,-2.2426,1,24,0.096,278901512.688527,0.3099429711128902,9,0.7231276465011265,0
CUST_21848,27,1694713150.0,2,0,5,1,156435060.0,11.14,0,0.09,1,9,1,3,1,0,0,16,49.2827,-123.1207,1,60,0.0923076923076923,153976591.13079,0.1831647150025301,3,0.8032099964374094,1
CUST_06692,22,1303625500.0,3,0,3,0,333728128.0,5.79,0,0.26,1,2,0,3,3,1,3,0,42.8864,-78.8784,2,60,0.256,244894391.2283157,0.443856398350842,9,0.3196346456209067,2
CUST_18877,35,1251480480.0,2,13,5,1,39108765.0,9.91,0,0.03,1,9,1,1,1,2,2,6,51.5074,-0.1278,1,24,0.03125,136576359.9653741,0.1403818339742494,1,0.1491338688479964,0
CUST_23336,30,1825075700.0,2,2,5,2,208580080.0,13.11,0,0.11,0,6,1,2,3,1,3,0,42.8864,-78.8784,2,12,0.1142857142857142,201227582.9015461,0.2245428301420845,13,0.2440942589056252,1
CUST_12940,23,2231702565.96,3,5,2,1,156435060.0,10.0,0,0.07,1,3,1,3,0,0,5,9,45.5017,-73.5673,1,60,0.0700967334922192,323177425.6485233,0.214908784424958,8,0.5065656259204652,0
CUST_30356,41,750888288.0,2,2,5,1,169471315.0,12.69,0,0.23,1,15,0,3,0,0,5,12,46.8139,-71.208,2,60,0.2256944444444444,218534588.5362025,0.5167291989194037,6,0.5152981733957471,2
CUST_25737,28,1095045420.0,2,9,5,3,319388247.5,14.59,1,0.29,1,10,1,3,3,2,2,6,51.5074,-0.1278,2,36,0.2916666666666667,226211755.3645064,0.49824417590323,8,0.3323587615758718,0
CUST_10590,24,912642140.04,2,0,0,2,260725100.0,12.84,0,0.29,0,4,0,3,0,0,0,17,48.4284,-123.3656,2,36,0.2856816363844132,59341960.68074612,0.3507037935665758,10,0.1533317522469803,0
CUST_17450,21,1590423110.0,2,3,2,1,195543825.0,10.39,0,0.12,1,4,0,3,1,0,4,15,43.6532,-79.3832,0,36,0.1229508196721311,386773354.2217713,0.3661397873058895,7,0.5590373215776289,1
CUST_10114,22,1538278090.0,3,3,3,3,514932072.4999999,14.11,1,0.33,0,3,1,2,1,2,2,8,53.4808,-2.2426,2,24,0.3347457627118644,157375527.9040241,0.4370520550052326,12,0.886559939251706,0
CUST_15745,24,1157619444.0,2,4,2,5,408034781.5,21.74,1,0.35,1,4,0,3,0,0,5,12,46.8139,-71.208,2,36,0.3524774774774775,167832337.5292808,0.4974580567163321,9,0.4162478297838682,2
CUST_23697,30,1694713150.0,3,4,5,0,93861036.0,6.92,0,0.06,1,10,0,1,1,2,2,6,51.5074,-0.1278,2,12,0.0553846153846153,254851034.0533161,0.2057646570178062,13,0.4382631817271651,1
CUST_28219,27,1564350600.0,2,8,5,0,182507570.0,6.99,0,0.12,1,8,1,3,1,0,0,17,48.4284,-123.3656,0,24,0.1166666666666666,295925546.5578983,0.3058349685536594,11,0.5889108846238212,2
CUST_12867,22,1100885662.24,2,6,3,2,78217530.0,13.48,0,0.07,0,2,0,1,1,0,4,11,45.4215,-75.6972,2,60,0.0710496400151572,154492775.6147828,0.211384627483731,2,0.6021036887786362,0
CUST_31257,37,2190090840.0,3,11,1,2,214446394.75,12.99,0,0.1,0,11,1,2,1,2,2,8,53.4808,-2.2426,1,36,0.0979166666666666,237820696.1132927,0.2065060876028743,9,0.5011287305212787,1
CUST_10700,21,844749324.0,2,2,5,2,260725100.0,13.23,1,0.31,1,4,0,1,0,2,6,4,55.8642,-4.2518,2,24,0.3086419753086419,80950458.5222842,0.4044697625851953,7,0.2777979283811126,1
CUST_08076,23,1434092340.04,3,4,2,3,250296096.0,14.74,0,0.17,0,2,0,2,1,0,4,15,43.6532,-79.3832,3,60,0.174532761253727,277640527.3921906,0.3681329358313603,4,0.4443343073637682,0
CUST_17471,21,1095045420.0,2,5,4,3,26072510.0,15.58,1,0.02,1,4,1,1,0,1,3,10,40.7128,-74.006,3,36,0.0238095238095238,88981873.57496902,0.1050681382466939,10,0.2781228036777916,1
CUST_06137,23,573490929.9599999,2,6,4,2,156435060.0,13.47,0,0.27,0,3,1,3,1,0,0,16,49.2827,-123.1207,2,24,0.2727768685215493,37275096.32729116,0.3377737052280881,14,0.7435500548533487,0
CUST_02047,23,1955438250.0,2,0,4,0,57359522.0,7.9,0,0.03,1,4,0,3,1,1,1,13,37.7749,-122.4194,3,36,0.0293333333333333,302844419.8625326,0.1842062473016126,6,0.3262147652182975,0
CUST_23943,34,1772930680.0,3,17,0,3,260725100.0,16.29,0,0.15,1,9,0,3,1,1,3,0,42.8864,-78.8784,0,24,0.1470588235294117,416783127.6887892,0.3821402806841771,7,0.8519625858734755,0
CUST_26763,27,2920121120.0,3,12,2,2,391087650.0,13.49,0,0.13,1,8,1,3,0,0,0,17,48.4284,-123.3656,2,60,0.1339285714285714,467832930.1413819,0.2941386828986674,7,0.4402747616615511,1
CUST_30464,36,657027252.0,2,3,5,0,187722072.0,7.29,0,0.29,1,11,0,1,0,2,6,3,55.9533,-3.1883,2,36,0.2857142857142857,40229012.05893688,0.346943118972692,7,0.2402668833843217,0
CUST_19452,33,876036336.0,3,4,0,2,65181274.99999999,14.65,0,0.07,1,8,0,3,0,0,0,17,48.4284,-123.3656,2,36,0.0744047619047619,130522526.3556539,0.2233968995501277,14,0.2809451075157442,1
CUST_19874,34,938610360.0,3,5,0,4,312870120.0,16.0,0,0.33,0,10,1,3,3,2,2,8,53.4808,-2.2426,1,36,0.3333333333333333,175912974.4267853,0.5207518638796883,8,0.2299065886455916,0
CUST_20882,30,1147190440.0,3,1,2,0,177293068.0,6.91,0,0.15,1,7,0,1,3,0,5,12,46.8139,-71.208,3,60,0.1545454545454545,233170244.3111885,0.3577987559861364,13,0.9076134100068252,0
CUST_11011,23,1407915540.0,2,2,5,1,109504542.0,10.99,1,0.08,1,2,1,1,3,1,1,7,34.0522,-118.2437,2,36,0.0777777777777777,260195745.4041492,0.2625869783383093,15,0.4131619641374581,0
CUST_19025,30,1345341516.0,2,12,3,1,52145020.0,9.99,0,0.04,1,5,0,3,0,0,4,11,45.4215,-75.6972,0,24,0.0387596899224806,265144829.2392124,0.2358433494140475,8,0.7918426650171418,1
CUST_21569,29,886361049.9599999,2,13,2,3,156435060.0,14.09,0,0.18,1,7,0,3,3,2,8,14,51.6214,-3.9436,2,36,0.1764913519237557,53068097.07849251,0.2363632258975584,4,0.0677655987603918,2
CUST_02730,24,1355770520.0,2,7,0,0,312870120.0,7.51,0,0.23,1,3,0,1,1,0,4,15,43.6532,-79.3832,0,36,0.2307692307692307,320529828.6202017,0.4671881703256106,12,0.948471875662924,0
CUST_32279,46,1460060560.0,3,1,5,0,156435060.0,10.99,0,0.11,1,13,1,3,1,0,4,15,43.6532,-79.3832,2,60,0.1071428571428571,233135175.2717085,0.2668178608096287,9,0.1644481965437501,0
CUST_09113,23,391087650.0,2,3,3,1,134925239.25,12.18,1,0.34,1,2,1,1,3,0,4,11,45.4215,-75.6972,3,36,0.345,78237041.86012241,0.5450498912714896,5,0.6226124999527642,1
CUST_02996,23,813462312.0,2,0,2,2,83432032.0,13.49,0,0.1,0,4,0,3,3,2,6,4,55.8642,-4.2518,2,24,0.1025641025641025,53425496.2360132,0.1682407730722418,14,0.9270468479317944,0
CUST_32293,38,5214502000.0,3,0,3,0,78217530.0,7.68,0,0.01,1,12,1,1,2,2,6,4,55.8642,-4.2518,0,36,0.015,426917566.4973286,0.0968712058212517,14,0.5412039983069157,3
CUST_28690,30,1339396983.72,2,4,5,0,117326295.0,6.39,0,0.09,1,10,1,1,3,1,1,13,37.7749,-122.4194,2,24,0.0875963559915907,375888672.4259142,0.3682365821491355,10,0.0828250090039051,0
CUST_28597,27,1188906456.0,3,3,3,0,37805139.5,8.49,0,0.03,1,9,1,1,1,0,0,17,48.4284,-123.3656,2,24,0.031798245614035,307706698.8210564,0.2906131399803387,15,0.148340207446006,1
CUST_05730,23,1199335460.0,3,4,5,0,78217530.0,7.88,0,0.07,1,3,0,1,0,0,0,16,49.2827,-123.1207,2,12,0.0652173913043478,119248182.5212819,0.1646459386111054,12,0.7658846168715031,0
CUST_24706,27,1955438250.0,1,3,1,2,651812750.0,13.85,0,0.33,1,10,1,3,0,1,1,7,34.0522,-118.2437,2,36,0.3333333333333333,469924934.4003804,0.5736502722089948,5,0.3480628931134324,0
CUST_00465,26,4432326700.0,2,3,3,2,625740240.0,10.99,0,0.14,0,2,0,1,3,2,8,14,51.6214,-3.9436,2,60,0.1411764705882353,920489931.0450311,0.3488529333916272,11,0.6200624509327275,1
CUST_16861,22,782175300.0,2,0,2,2,164256813.0,13.22,0,0.21,0,3,0,3,3,0,4,11,45.4215,-75.6972,2,24,0.21,57573072.85952722,0.2836063550709505,3,0.4306512273014622,1
CUST_06606,26,1303625500.0,1,7,5,0,312870120.0,8.49,0,0.24,1,4,1,3,1,0,4,15,43.6532,-79.3832,3,12,0.24,111780645.8738308,0.3257459798644863,6,0.6553091641890063,0
CUST_16150,23,782175300.0,3,3,2,1,117326295.0,10.62,0,0.15,1,4,0,1,3,2,8,14,51.6214,-3.9436,2,36,0.15,209143875.1993039,0.4173874708128778,3,0.7628330423558806,1
CUST_24945,35,2164018330.0,2,19,0,1,292012112.0,10.65,0,0.13,1,10,1,1,3,2,8,14,51.6214,-3.9436,2,60,0.1349397590361445,254647617.8536418,0.2526132622239118,3,0.4540205125200911,0
CUST_21865,30,1303625500.0,3,14,3,0,48885956.25,8.0,0,0.04,1,9,0,3,1,2,6,3,55.9533,-3.1883,2,12,0.0375,144359050.2444847,0.148236595935324,7,0.6598574248948214,0
CUST_30271,36,1303625500.0,3,13,0,2,319388247.5,12.73,0,0.24,1,12,1,3,0,0,5,9,45.5017,-73.5673,3,24,0.245,383050346.7027176,0.5388346532057846,13,0.4687279225437456,0
CUST_11099,26,1251480480.0,2,2,5,1,260725100.0,12.21,0,0.21,1,3,1,3,1,1,7,5,29.7604,-95.3698,0,36,0.2083333333333333,236167713.3551185,0.3970439981254189,11,0.4468949614184109,0
CUST_30315,36,651812750.0,2,2,0,1,161649562.0,9.91,1,0.25,1,14,0,3,0,1,7,5,29.7604,-95.3698,0,36,0.248,83424311.67496118,0.3759881556090475,7,0.665056153953372,0
CUST_16651,26,1403378923.26,3,10,1,2,221616335.0,14.79,1,0.16,1,2,0,2,1,1,1,13,37.7749,-122.4194,2,36,0.1579162486530673,84518072.37654972,0.2181409470404545,2,0.6665264539319674,0
CUST_31320,49,1955438250.0,3,21,3,3,406731156.0,17.27,1,0.21,1,11,0,2,1,1,7,5,29.7604,-95.3698,0,60,0.208,531765891.812289,0.4799420527916384,5,0.304459019333245,0
CUST_26331,27,2607251000.0,3,0,0,0,171426753.25,5.79,0,0.07,1,6,0,1,0,0,4,15,43.6532,-79.3832,2,60,0.06575,779438175.6034445,0.3647001876127173,15,0.6540735384231949,0
CUST_19343,28,2998338650.0,2,0,4,0,74306653.5,6.54,0,0.02,1,9,1,3,3,0,4,15,43.6532,-79.3832,2,24,0.0247826086956521,518339425.747335,0.1976581528732036,10,0.3445936754494975,0
CUST_21932,30,1314054504.0,3,7,0,0,78217530.0,7.29,0,0.06,1,6,1,3,2,1,1,7,34.0522,-118.2437,2,36,0.0595238095238095,149354755.0684406,0.173183292150902,3,0.1595230206469332,0
CUST_10081,22,703957770.0,2,0,3,3,247688845.0,15.33,1,0.35,0,3,1,1,1,1,1,13,37.7749,-122.4194,1,60,0.3518518518518518,155893249.3889728,0.5733044105599868,5,0.514115681451588,0
CUST_03512,25,918273802.1999999,2,2,3,0,273761355.0,7.29,0,0.3,1,3,1,3,0,2,6,3,55.9533,-3.1883,2,12,0.2981260647359455,116813900.8669336,0.4253363810784905,9,0.3624551428851398,3
CUST_03901,22,1016827890.0,3,6,0,0,280279482.5,10.99,0,0.28,1,3,1,1,1,1,3,10,40.7128,-74.006,2,12,0.2756410256410256,217116927.9431349,0.4891647990134642,7,0.1930543601829942,0
CUST_12446,24,2114480561.0,3,8,0,1,83432032.0,10.99,0,0.04,1,2,1,0,1,1,3,0,42.8864,-78.8784,3,60,0.0394574599260172,615243906.6018534,0.3304243848292599,6,0.9061240877133196,0
CUST_09880,22,1126332432.0,2,4,2,3,234652590.0,14.54,0,0.21,0,4,1,1,0,1,1,13,37.7749,-122.4194,2,36,0.2083333333333333,240147057.4599992,0.4215448600879844,2,0.1605254943019068,0
CUST_30349,38,1355770520.0,1,3,0,3,208580080.0,15.21,0,0.15,1,13,0,3,0,0,0,16,49.2827,-123.1207,2,36,0.1538461538461538,115509230.2986197,0.2390443703545197,3,0.8546065945435314,0
CUST_00596,23,521450199.9999999,3,7,2,2,94512848.75,10.99,0,0.18,0,3,1,0,0,2,2,8,53.4808,-2.2426,2,60,0.18125,124140607.2954549,0.4193180020747042,12,0.1671560004497085,0
CUST_17197,20,1694713150.0,3,4,4,1,125148048.0,9.99,0,0.07,1,4,1,1,1,1,7,2,32.7767,-96.797,0,60,0.0738461538461538,472562217.3103192,0.352691111950314,14,0.2039764032394804,2
CUST_32443,54,521450199.9999999,2,2,3,2,130362550.0,10.99,0,0.25,0,19,1,3,1,2,8,1,51.4816,-3.1791,2,60,0.25,46494561.98408465,0.3391639546481805,3,0.3111891724474025,0
CUST_17086,22,847356575.0,3,6,2,0,65181274.99999999,6.99,0,0.08,1,2,0,1,3,0,0,17,48.4284,-123.3656,2,36,0.0769230769230769,58847108.48219241,0.1463709460001445,14,0.3338071590149286,1
CUST_18354,30,1512205580.0,2,3,0,2,521450199.9999999,14.72,1,0.34,1,5,1,1,1,2,2,8,53.4808,-2.2426,2,24,0.3448275862068966,91202407.06846896,0.4051384382991557,4,0.6978737674118841,0
CUST_14978,25,1316661755.0,2,4,4,1,391087650.0,11.14,0,0.3,1,4,1,1,0,1,3,0,42.8864,-78.8784,2,36,0.297029702970297,392358294.1780172,0.5950244557517487,8,0.5427989448171735,0
CUST_11949,23,2033655780.0,3,4,0,0,391087650.0,8.49,0,0.19,1,2,0,0,3,0,5,9,45.5017,-73.5673,0,36,0.1923076923076923,323740912.3874958,0.3514992898097512,14,0.2655959042611119,1
CUST_27448,29,3650151400.0,3,4,5,0,625740240.0,7.88,0,0.17,1,5,1,3,1,2,8,1,51.4816,-3.1791,2,60,0.1714285714285714,895632668.9481525,0.4167972070824658,7,0.6727530217493999,1
CUST_13452,23,2398670920.0,3,7,2,0,125148048.0,7.49,0,0.05,1,2,1,3,0,0,4,15,43.6532,-79.3832,3,36,0.0521739130434782,601833355.1602579,0.3030767568400996,9,0.6157436104108072,0
CUST_26194,34,2555105980.0,1,19,2,1,417160160.0,10.99,0,0.16,1,5,0,3,3,1,7,5,29.7604,-95.3698,3,36,0.1632653061224489,739954348.3812426,0.4528636062216263,13,0.2564517654580673,1
