Lãi suất khoản vay (%),Tỷ lệ khoản vay trên thu nhập,Tỷ lệ tổng nợ trên thu nhập,Thu nhập hàng năm (VND),Tình trạng sở hữu nhà,Từng vỡ nợ trong hồ sơ tín dụng (Có/Không),Số tiền vay đề nghị (VND),Mục đích khoản vay,"Trạng thái trả nợ (0 = không vỡ nợ, 1 = vỡ nợ)"
11.89,0.24,0.4707639683248958,651812750.0,1,1,156435060.0,4,0
5.42,0.0526315789473684,0.1772107065534512,1486133070.0,2,1,78217530.0,0,0
10.99,0.303030303030303,0.5966411551067383,1032471396.0,2,1,312870120.0,5,0
16.49,0.1435897435897435,0.2153320897114075,1016827890.0,3,0,146006056.0,3,1
10.99,0.1955128205128205,0.2563153031912414,2033655780.0,3,1,397605777.5,0,1
5.99,0.0232558139534883,0.1399539950443156,2242235860.0,2,1,52145020.0,0,0
14.27,0.1538461538461538,0.3347034849151358,1694713150.0,2,0,260725100.0,2,0
5.79,0.32,0.465033391384355,977719125.0,3,1,312870120.0,0,0
11.83,0.3076923076923077,0.4327813470127635,2033655780.0,3,1,625740240.0,1,1
13.92,0.0668359844940515,0.3077101940192654,2340581367.72,2,0,156435060.0,5,0
7.51,0.265625,0.465503201483145,834320320.0,3,1,221616335.0,0,0
5.99,0.0583333333333333,0.2945351545276612,3128701200.0,3,1,182507570.0,3,0
7.9,0.2083333333333333,0.2820906472129783,1877220720.0,1,1,391087650.0,5,0
14.74,0.0980392156862745,0.2347390572953469,1329698010.0,2,0,130362550.0,3,1
11.99,0.0941176470588235,0.217852715389698,2216163350.0,3,1,208580080.0,1,0
6.99,0.0545454545454545,0.1119695635048396,1433988050.0,2,1,78217530.0,2,0
10.99,0.4605747973470891,0.7065290306293642,849129505.68,2,1,391087650.0,2,1
10.99,0.1041666666666666,0.2573003454495149,1501776576.0,3,1,156435060.0,0,0
10.37,0.0444444444444444,0.1612485633845431,4693051800.0,2,1,208580080.0,0,0
13.04,0.1846381093057607,0.2551444323438777,847252284.9599999,2,1,156435060.0,0,0
11.99,0.0347619047619047,0.0864004364683643,2737613550.0,3,1,95164661.5,3,0
8.49,0.0424978751062446,0.3071777985626965,2085905090.04,2,1,88646534.0,3,0
15.37,0.5181284862473553,0.6338874547540846,542203917.9599999,2,0,280931295.25,3,1
15.33,0.1418181818181818,0.4095508171041442,2867976100.0,2,0,406731156.0,1,0
10.99,0.0738461538461538,0.2072005178629491,1694713150.0,3,1,125148048.0,5,0
12.99,0.0888888888888888,0.1821310734709476,1407915540.0,2,0,125148048.0,5,0
10.99,0.0471428571428571,0.1488953917518043,1825075700.0,2,1,86039283.0,0,0
10.99,0.065,0.2611108594984402,3128701200.0,1,1,203365578.0,4,0
16.63,0.3846153846153846,0.482398677369347,677885260.0,2,0,260725100.0,2,1
9.63,0.0454545454545454,0.185204000643783,2867976100.0,3,1,130362550.0,0,0
6.03,0.2333333333333333,0.5226568702176334,1564350600.0,2,1,365015140.0,0,0
11.83,0.2307692307692307,0.4516869085676468,1694713150.0,2,1,391087650.0,4,0
12.69,0.16,0.2581093450604201,1955438250.0,1,1,312870120.0,2,0
15.23,0.0280367281138291,0.2149297578324025,1487906000.68,1,0,41716016.0,4,0
14.79,0.1087344028520499,0.2323720270852611,1462667811.0,3,0,159042311.0,5,1
11.11,0.1363636363636363,0.2839284807422227,2867976100.0,3,1,391087650.0,0,0
7.49,0.0271739130434782,0.3224135206418129,2878405104.0,3,1,78217530.0,4,0
10.59,0.0694444444444444,0.2128802337106154,1877220720.0,2,1,130362550.0,0,0
10.74,0.0533333333333333,0.1073607982723434,7821752999.999999,3,1,417160160.0,3,0
16.32,0.0448028673835125,0.3059335047268593,581938423.1999999,1,1,26072510.0,5,1
5.79,0.1166666666666666,0.3516360090256842,1564350600.0,2,1,182507570.0,3,0
16.7,0.2766251728907331,0.3415132750513656,1413781854.75,2,0,391087650.0,2,1
16.07,0.174,0.2489927520263371,2607251000.0,3,0,453661674.0,0,0
7.66,0.0285714285714285,0.2978539443854835,1825075700.0,2,1,52145020.0,0,0
11.14,0.0601322910402886,0.2867631056316206,2601515047.8,3,1,156435060.0,1,0
10.99,0.1875,0.4817092013838513,1042900400.0,2,1,195543825.0,5,0
7.14,0.1583333333333333,0.4333119179497193,1564350600.0,2,1,247688845.0,2,0
13.35,0.1118407387879659,0.2896361276504283,1631852328.39,1,0,182507570.0,4,0
7.88,0.3200877955096255,0.5341510325207166,1140359442.38,2,1,365015140.0,5,1
12.42,0.0689655172413793,0.3243747367168564,1134154185.0,2,1,78217530.0,2,0
16.77,0.1481643020242707,0.3392221171536384,2032456444.54,2,1,301137490.5,3,1
10.51,0.1176525954162548,0.2638260612639025,2216059059.96,2,1,260725100.0,0,0
11.71,0.0337662337662337,0.0947336741526587,2007583270.0,3,1,67788526.0,3,0
10.2,0.1,0.3942865934594242,834320320.0,2,1,83432032.0,0,0
14.65,0.0928030303030303,0.2780085255005445,1720785660.0,1,1,159694123.75,0,0
6.91,0.2,0.4110370388331095,2085800800.0,3,1,417160160.0,0,0
11.48,0.4,0.6737317305874231,1042900400.0,2,1,417160160.0,3,1
8.0,0.08125,0.2353288055472003,1042900400.0,3,1,84735657.5,4,0
14.96,0.2040816326530612,0.4729256031063006,2555105980.0,2,1,521450199.9999999,1,1
14.84,0.1718213058419244,0.3300332320048892,758710041.0,2,1,130362550.0,2,0
10.99,0.1733333333333333,0.3862856432570714,1955438250.0,2,1,338942630.0,1,0
10.99,0.0918002688436444,0.2274220302829953,3180950510.04,3,1,292012112.0,2,0
11.71,0.25,0.4665821785305175,2607251000.0,3,1,651812750.0,4,0
10.25,0.28328611898017,0.3501749731360677,920359603.0,3,1,260725100.0,5,0
7.88,0.1666666666666666,0.3359130515970169,1877220720.0,3,1,312870120.0,4,0
10.59,0.225,0.387036140816523,1042900400.0,2,1,234652590.0,2,0
6.03,0.18,0.2808433392355233,1303625500.0,3,1,234652590.0,3,0
9.62,0.2352941176470588,0.4636424060591448,2216163350.0,3,1,521450199.9999999,3,0
14.11,0.1091107474086197,0.3773294787721078,573490929.9599999,2,1,62574023.99999999,0,0
12.42,0.4545785148010764,0.5510424572840075,1433883759.96,3,1,651812750.0,3,0
7.37,0.0857142857142857,0.2782680444923752,1095045420.0,2,1,93861036.0,0,0
7.9,0.1666666666666666,0.2670049861637447,2346525900.0,2,1,391087650.0,3,0
12.23,0.0446623803187777,0.1875500907546664,2802090867.23,2,0,125148048.0,5,0
17.93,0.125,0.1964968311180567,834320320.0,2,1,104290040.0,1,1
10.99,0.1746031746031746,0.3281491727494203,1642568130.0,3,0,286797610.0,4,0
12.53,0.22271714922049,0.3964491782690593,2341311398.0,3,1,521450199.9999999,4,0
11.71,0.24,0.5095490493578452,1303625500.0,2,1,312870120.0,0,0
13.98,0.0994221089914869,0.2919301764059004,1258754710.29,1,1,125148048.0,4,0
13.79,0.3333333333333333,0.4220904904730846,782175300.0,3,1,260725100.0,5,1
15.23,0.1166666666666666,0.4162155664863898,7821752999.999999,3,1,912537850.0,4,0
10.25,0.15625,0.4104870900405395,1668640640.0,3,1,260725100.0,3,1
10.99,0.0298507462686567,0.2770238536961599,1746858170.0,2,1,52145020.0,2,0
13.11,0.1988304093567251,0.4765038631357826,2229199605.0,2,0,443232670.0,2,0
10.38,0.0972222222222222,0.1960005965415284,750888288.0,2,1,73003028.0,0,0
17.99,0.3453038674033149,0.499674341522152,1887649724.0,3,0,651812750.0,0,0
16.07,0.23125,0.4367380194253097,1042900400.0,2,1,241170717.5,2,0
11.46,0.2777777777777778,0.3770593198473683,938610360.0,2,1,260725100.0,3,0
7.66,0.2857142857142857,0.4577682083483963,1095045420.0,2,1,312870120.0,4,0
14.84,0.1224489795918367,0.3402805273213172,1277552990.0,2,0,156435060.0,3,1
8.9,0.34375,0.5786320807032423,1251480480.0,2,1,430196415.0,5,1
13.92,0.1767699115044247,0.3780846343627004,2946193630.0,2,1,520798387.2499999,3,1
7.9,0.1454545454545454,0.3054413628266981,2867976100.0,3,1,417160160.0,2,0
10.99,0.125,0.3583687729390366,1251480480.0,2,1,156435060.0,2,0
15.58,0.3858024691358024,0.6539182425046782,675799459.1999999,2,1,260725100.0,0,1
10.99,0.2243589743589743,0.4657620201147566,4067311560.0,2,1,912537850.0,2,0
10.99,0.3333333333333333,0.5622303200073149,1955438250.0,3,1,651812750.0,5,0
7.88,0.1333333333333333,0.2940461289668981,1955438250.0,1,1,260725100.0,2,0
12.42,0.0413793103448275,0.1804912759462496,756102790.0,2,1,31287012.0,4,0
10.99,0.3243243243243243,0.5451054697638813,1929365740.0,2,1,625740240.0,3,1
5.99,0.0375,0.222163824868519,2085800800.0,3,1,78217530.0,0,0
10.74,0.1075,0.2204295176987259,1042900400.0,1,1,112111793.0,5,0
11.71,0.0857142857142857,0.3725616897793431,3650151400.0,3,1,312870120.0,0,0
11.48,0.0476190476190476,0.1122697280469659,2737613550.0,3,1,130362550.0,2,0
7.51,0.1044776119402985,0.2376875708735001,1746858170.0,3,1,182507570.0,2,0
6.54,0.3103448275862069,0.5177531677304248,756102790.0,2,1,234652590.0,1,1
14.11,0.0312507812695317,0.3198179502833707,4171497309.96,2,0,130362550.0,0,0
12.67,0.0833333333333333,0.3803622306543885,1095045420.0,2,1,91253785.0,3,1
14.79,0.154187144646815,0.4217383166894118,1082217745.08,2,1,166864064.0,5,0
8.49,0.1777777777777777,0.4703817168614119,469305180.0,2,1,83432032.0,0,1
8.49,0.2615384615384615,0.4224080337614735,1694713150.0,2,1,443232670.0,5,0
7.51,0.0926829268292682,0.3510915716276654,1068972910.0,3,1,99075538.0,5,1
10.65,0.0684210526315789,0.3104829488404009,2476888450.0,3,1,169471315.0,0,0
11.11,0.0671073717948717,0.1474682765105171,650769849.5999999,2,1,43671454.25,5,0
16.29,0.1647058823529411,0.2771229208279317,2216163350.0,1,0,365015140.0,0,0
13.23,0.078125,0.2511831198724421,1668640640.0,3,1,130362550.0,5,0
7.51,0.08,0.1871410516110983,1955438250.0,3,1,156435060.0,3,0
10.99,0.3571428571428571,0.495323376903827,730030280.0,3,1,260725100.0,0,0
9.63,0.0827586206896551,0.2180083007617322,2268308370.0,3,1,187722072.0,4,0
14.26,0.4108108108108108,0.4738401311635894,964682870.0,2,0,396302152.0,2,1
13.49,0.0416666666666666,0.1498516624115383,3128701200.0,3,0,130362550.0,5,0
10.62,0.0806451612903225,0.2409807656774824,969897372.0,2,1,78217530.0,5,1
7.51,0.1176470588235294,0.256192516827209,2216163350.0,3,1,260725100.0,2,0
7.49,0.0923076923076923,0.3679686436219913,1694713150.0,2,1,156435060.0,5,0
10.62,0.1454545454545454,0.2509142442686982,716994025.0,2,1,104290040.0,1,1
6.17,0.21,0.4121071924596157,1303625500.0,2,1,273761355.0,0,0
11.48,0.2777777777777778,0.5141352091604832,938610360.0,2,1,260725100.0,0,0
10.36,0.244140625,0.4660224598784536,2669825024.0,2,1,651812750.0,0,0
10.38,0.3111111111111111,0.4219179961588458,586631475.0,2,1,182507570.0,3,1
6.76,0.0609756097560975,0.3002448874736192,2137945820.0,3,1,130362550.0,0,0
9.45,0.224074074074074,0.358940628901358,1407915540.0,2,1,315477371.0,5,0
8.88,0.1666666666666666,0.2192979609281172,782175300.0,2,1,130362550.0,1,1
9.88,0.2176470588235294,0.2709762729371351,1772930680.0,3,1,385873148.0,2,0
13.61,0.1286764705882352,0.2114312034968568,1702013452.8,2,1,219009084.0,0,0
5.99,0.1176470588235294,0.2444925891854267,2216163350.0,3,1,260725100.0,0,0
11.03,0.1086206896551724,0.3219522217005787,1512205580.0,3,1,164256813.0,0,0
10.74,0.1290322580645161,0.4142624545368237,808247810.0,2,1,104290040.0,5,0
10.37,0.3157894736842105,0.6119127014732949,990755380.0,2,1,312870120.0,2,1
8.88,0.425,0.6381130207084988,521450199.9999999,2,1,221616335.0,5,1
13.23,0.3086419753086419,0.4407919706401805,844749324.0,2,0,260725100.0,4,1
12.99,0.109090909090909,0.2200190878528616,1433988050.0,3,0,156435060.0,0,0
13.11,0.15,0.2040026821492378,521450199.9999999,2,1,78217530.0,2,0
13.16,0.1493333333333333,0.2517668942408959,1955438250.0,2,0,292012112.0,5,0
11.34,0.2,0.3949460149802466,912537850.0,2,0,182507570.0,4,0
15.58,0.0833333333333333,0.3592068748372057,2346525900.0,2,0,195543825.0,4,0
10.59,0.109090909090909,0.3286509228281222,7169940250.0,3,1,782175300.0,0,0
16.32,0.2670940170940171,0.3556717897349667,488077387.2,2,0,130362550.0,3,1
11.49,0.1060313262815297,0.297367611846803,2563449183.2,3,1,271805916.75,0,0
10.99,0.04,0.1816815073947632,3259063750.0,3,1,130362550.0,2,0
5.79,0.109090909090909,0.402792331775349,2294380880.0,2,1,250296096.0,0,0
14.59,0.041025641025641,0.2271353222068933,2033655780.0,2,0,83432032.0,1,1
16.4,0.1984667029577209,0.4013833140979905,574742410.4399999,2,0,114067231.25,1,1
12.69,0.3058282119243876,0.4423993327990336,1790294971.66,2,1,547522710.0,3,1
14.96,0.0930232558139534,0.2657940430879956,672670758.0,3,1,62574023.99999999,4,0
5.42,0.1066666666666666,0.337964169641017,3519788850.0,3,1,375444144.0,5,0
7.49,0.0980392156862745,0.1934604185721946,2659396020.0,3,1,260725100.0,0,0
15.05,0.0571428571428571,0.2775313827369965,4562689250.0,2,1,260725100.0,1,0
10.99,0.2224694104560622,0.5153569370942542,2343918649.0,3,0,521450199.9999999,4,0
9.63,0.12,0.374629805277502,1303625500.0,3,1,156435060.0,1,0
15.95,0.1421747042766151,0.240039759350113,2750754095.04,2,0,391087650.0,4,0
15.62,0.0620567375886524,0.3202647211300718,1470489564.0,2,1,91253785.0,3,1
13.11,0.1833920187793427,0.3714080963661627,710840912.64,2,0,130362550.0,2,0
6.62,0.1458333333333333,0.2853207673251809,1251480480.0,3,1,182507570.0,4,0
10.99,0.1666666666666666,0.3766371136337769,1564350600.0,2,1,260725100.0,2,0
5.79,0.1492537313432835,0.3374912310995636,2096229804.0,3,1,312870120.0,4,0
13.22,0.2285714285714285,0.4475275034235182,912537850.0,2,1,208580080.0,5,0
6.99,0.0961538461538461,0.3230961123918661,1355770520.0,2,1,130362550.0,4,0
11.26,0.2142857142857142,0.4566504997310721,1825075700.0,1,1,391087650.0,5,0
15.23,0.0833333333333333,0.2808161315080311,2346525900.0,3,0,195543825.0,5,0
7.51,0.2176190476190476,0.3001788870129153,1368806775.0,2,1,297878426.75,0,0
8.9,0.2780094523213789,0.4688430333915884,750262547.76,3,1,208580080.0,2,0
11.14,0.6583333333333333,0.7218222761067369,782175300.0,2,1,514932072.4999999,4,1
12.84,0.1800240032004267,0.4692865508286209,782071009.9599999,3,1,140791554.0,2,0
8.49,0.0172131147540983,0.0998721157981992,1590423110.0,3,1,27376135.5,3,0
13.22,0.1311475409836065,0.4212933648285086,1590423110.0,2,0,208580080.0,4,0
11.86,0.2083333333333333,0.3414606420611775,1251480480.0,2,1,260725100.0,2,0
8.49,0.0857142857142857,0.267442127341248,912537850.0,2,1,78217530.0,3,0
10.74,0.2201548185498189,0.3302485279914284,1468508053.24,2,1,323299124.0,2,0
10.83,0.135,0.367501077813267,1825075700.0,2,1,246385219.5,3,0
7.88,0.0704225352112676,0.2535980723742014,1480918568.0,2,1,104290040.0,4,0
16.32,0.1511111111111111,0.3282946734979341,2346525900.0,3,0,354586136.0,4,0
12.68,0.1818181818181818,0.4165285507833754,573595220.0,2,0,104290040.0,4,0
11.14,0.2654867256637168,0.325634635699057,1473096815.0,3,1,391087650.0,3,1
5.99,0.0606060606060606,0.3035560134950171,5162356980.0,3,1,312870120.0,3,0
13.99,0.1493333333333333,0.2782570591667839,1955438250.0,3,0,292012112.0,3,0
10.75,0.04,0.293701606590161,1564350600.0,3,1,62574023.99999999,2,0
10.99,0.0967741935483871,0.2933501182517219,3232991240.0,3,1,312870120.0,4,0
13.24,0.0862128422649838,0.2411872939875119,1512101289.96,2,1,130362550.0,1,0
14.59,0.094553706505295,0.3935704865293802,1378714328.8,2,1,130362550.0,5,1
12.73,0.2222222222222222,0.3713299675689811,703957770.0,2,0,156435060.0,2,0
7.75,0.0902777777777777,0.2660176244458115,938610360.0,1,1,84735657.5,0,0
14.96,0.267379679144385,0.5045996553915922,1950223748.0,2,0,521450199.9999999,5,1
10.65,0.4166666666666667,0.6953002378598024,1251480480.0,2,1,521450199.9999999,4,1
15.13,0.2816901408450704,0.3828307510766531,1851148210.0,3,0,521450199.9999999,3,1
10.99,0.16,0.2197235680649566,1955438250.0,2,0,312870120.0,0,0
20.89,0.1296296296296296,0.228020515109412,1407915540.0,2,1,182507570.0,3,1
13.23,0.086667128891354,0.2506900736637594,1504175246.92,2,0,130362550.0,1,0
7.88,0.0888888888888888,0.2089689024313246,938610360.0,2,1,83432032.0,3,0
14.22,0.2459357220368548,0.410721246496415,2570827703.53,3,1,632258367.5,5,1
14.72,0.1076923076923077,0.2540303452850829,1694713150.0,3,1,182507570.0,4,0
10.99,0.1633333333333333,0.3502860178809684,1564350600.0,2,1,255510598.0,2,0
13.92,0.1924048197407345,0.3823341671754619,1084068893.29,2,0,208580080.0,4,0
10.99,0.163510014988418,0.3542147990389757,2296153810.68,2,1,375444144.0,3,0
10.99,0.078381246382404,0.1796893354486531,3783746941.24,3,1,296574801.25,0,1
11.89,0.08,0.1811801256927616,1564350600.0,3,1,125148048.0,5,0
16.77,0.1,0.1653173665900007,2607251000.0,3,0,260725100.0,2,0
11.97,0.0974279033515198,0.3435805137338156,1338041213.2,1,0,130362550.0,5,0
10.99,0.087719298245614,0.3623762511900263,2972266140.0,3,1,260725100.0,0,0
14.61,0.06,0.1316364037974099,1825075700.0,2,1,109504542.0,2,1
16.69,0.5374610340750295,0.736826475392531,970210242.12,2,1,521450199.9999999,3,1
14.72,0.1851851851851851,0.2365515261569668,281583108.0,2,0,52145020.0,4,1
10.0,0.3719387755102041,0.6651637745746303,1277552990.0,3,1,475171494.75,1,0
6.17,0.394570707070707,0.5307170781114031,991172540.16,2,1,391087650.0,2,1
8.9,0.1639344262295081,0.3192245969654082,1908507732.0,2,1,312870120.0,0,0
6.76,0.0598130841121495,0.2101824160968373,1394879285.0,2,1,83432032.0,5,0
9.91,0.125,0.290988899446447,2085800800.0,2,1,260725100.0,3,0
12.99,0.0333333333333333,0.2011184224898036,1955438250.0,3,0,65181274.99999999,1,0
11.78,0.082070707070707,0.3733102270705564,2064942792.0,3,0,169471315.0,4,1
10.99,0.0425531914893617,0.0931016685298427,3676223910.0,3,1,156435060.0,5,0
5.42,0.0833333333333333,0.3691998926265652,1251480480.0,3,1,104290040.0,5,0
11.14,0.0714285714285714,0.3435466820127886,1825075700.0,0,1,130362550.0,0,0
13.79,0.1538461538461538,0.2997976605922494,1694713150.0,2,0,260725100.0,2,0
8.59,0.0142047472265231,0.2175924998142885,1835478631.49,2,1,26072510.0,5,0
15.96,0.171875,0.2303446707003804,834320320.0,2,0,143398805.0,3,0
16.77,0.027492075813442,0.2379679011210217,1612219728.36,3,1,44323267.0,3,1
13.57,0.0866666666666666,0.3211645488562894,1955438250.0,2,0,169471315.0,2,0
11.86,0.2840909090909091,0.3640706543349357,1101302822.4,1,1,312870120.0,0,0
12.69,0.2083333333333333,0.4949267428651481,312870120.0,1,1,65181274.99999999,4,1
10.62,0.0820825515947467,0.1717165895734702,2223463652.8,3,1,182507570.0,0,0
7.51,0.0357142857142857,0.2177293550785853,730030280.0,2,1,26072510.0,3,0
14.26,0.15,0.2263454005791641,2607251000.0,2,0,391087650.0,3,0
7.49,0.225,0.3822851739190337,1042900400.0,2,1,234652590.0,4,0
7.51,0.074074074074074,0.1850755369139769,2111873310.0,2,1,156435060.0,0,1
8.59,0.0923076923076923,0.3035103069882586,3389426300.0,3,1,312870120.0,0,0
14.26,0.1235294117647058,0.3867865820675241,4432326700.0,1,1,547522710.0,5,0
9.63,0.2012217031979878,0.3587565961696635,1813994883.25,2,1,365015140.0,5,0
6.03,0.0988372093023255,0.1866153386915392,2242235860.0,3,1,221616335.0,1,0
6.76,0.0130434782608695,0.3108973645279378,2998338650.0,3,1,39108765.0,1,0
10.99,0.0769230769230769,0.2985023367903648,1694713150.0,3,1,130362550.0,0,0
13.87,0.247787610619469,0.5247278255820422,1473096815.0,2,1,365015140.0,1,1
6.17,0.1388888888888889,0.2270688018716547,1877220720.0,3,1,260725100.0,0,0
14.59,0.2419354838709677,0.4717222922539431,969897372.0,2,0,234652590.0,1,1
12.99,0.046195652173913,0.243526931615901,1199335460.0,3,0,55404083.75,2,0
14.27,0.233,0.4913842115914788,651812750.0,2,1,151872370.75,5,0
12.23,0.1509433962264151,0.44307328515265,1381843030.0,2,1,208580080.0,2,0
12.69,0.0166666666666666,0.0695340576233464,3128701200.0,3,1,52145020.0,4,0
13.8,0.1481481481481481,0.3614279211573498,1407915540.0,2,0,208580080.0,5,0
11.49,0.1166666666666666,0.208570898070118,782175300.0,2,1,91253785.0,5,1
12.42,0.16,0.3225588214525223,782175300.0,2,1,125148048.0,5,0
10.38,0.5,0.7119686841595456,938610360.0,3,1,469305180.0,4,0
13.22,0.096,0.3099429711128902,1303625500.0,2,1,125148048.0,4,0
11.14,0.0923076923076923,0.1831647150025301,1694713150.0,2,1,156435060.0,5,0
5.79,0.256,0.443856398350842,1303625500.0,3,1,333728128.0,3,0
9.91,0.03125,0.1403818339742494,1251480480.0,2,1,39108765.0,5,0
13.11,0.1142857142857142,0.2245428301420845,1825075700.0,2,0,208580080.0,5,0
10.0,0.0700967334922192,0.214908784424958,2231702565.96,3,1,156435060.0,2,0
12.69,0.2256944444444444,0.5167291989194037,750888288.0,2,1,169471315.0,5,0
14.59,0.2916666666666667,0.49824417590323,1095045420.0,2,1,319388247.5,5,1
12.84,0.2856816363844132,0.3507037935665758,912642140.04,2,0,260725100.0,0,0
10.39,0.1229508196721311,0.3661397873058895,1590423110.0,2,1,195543825.0,2,0
14.11,0.3347457627118644,0.4370520550052326,1538278090.0,3,0,514932072.4999999,3,1
21.74,0.3524774774774775,0.4974580567163321,1157619444.0,2,1,408034781.5,2,1
6.92,0.0553846153846153,0.2057646570178062,1694713150.0,3,1,93861036.0,5,0
6.99,0.1166666666666666,0.3058349685536594,1564350600.0,2,1,182507570.0,5,0
13.48,0.0710496400151572,0.211384627483731,1100885662.24,2,0,78217530.0,3,0
12.99,0.0979166666666666,0.2065060876028743,2190090840.0,3,0,214446394.75,1,0
13.23,0.3086419753086419,0.4044697625851953,844749324.0,2,1,260725100.0,5,1
14.74,0.174532761253727,0.3681329358313603,1434092340.04,3,0,250296096.0,2,0
15.58,0.0238095238095238,0.1050681382466939,1095045420.0,2,1,26072510.0,4,1
13.47,0.2727768685215493,0.3377737052280881,573490929.9599999,2,0,156435060.0,4,0
7.9,0.0293333333333333,0.1842062473016126,1955438250.0,2,1,57359522.0,4,0
16.29,0.1470588235294117,0.3821402806841771,1772930680.0,3,1,260725100.0,0,0
13.49,0.1339285714285714,0.2941386828986674,2920121120.0,3,1,391087650.0,2,0
7.29,0.2857142857142857,0.346943118972692,657027252.0,2,1,187722072.0,5,0
14.65,0.0744047619047619,0.2233968995501277,876036336.0,3,1,65181274.99999999,0,0
16.0,0.3333333333333333,0.5207518638796883,938610360.0,3,0,312870120.0,0,0
6.91,0.1545454545454545,0.3577987559861364,1147190440.0,3,1,177293068.0,2,0
10.99,0.0777777777777777,0.2625869783383093,1407915540.0,2,1,109504542.0,5,1
9.99,0.0387596899224806,0.2358433494140475,1345341516.0,2,1,52145020.0,3,0
14.09,0.1764913519237557,0.2363632258975584,886361049.9599999,2,1,156435060.0,2,0
7.51,0.2307692307692307,0.4671881703256106,1355770520.0,2,1,312870120.0,0,0
10.99,0.1071428571428571,0.2668178608096287,1460060560.0,3,1,156435060.0,5,0
12.18,0.345,0.5450498912714896,391087650.0,2,1,134925239.25,3,1
13.49,0.1025641025641025,0.1682407730722418,813462312.0,2,0,83432032.0,2,0
7.68,0.015,0.0968712058212517,5214502000.0,3,1,78217530.0,3,0
6.39,0.0875963559915907,0.3682365821491355,1339396983.72,2,1,117326295.0,5,0
8.49,0.031798245614035,0.2906131399803387,1188906456.0,3,1,37805139.5,3,0
7.88,0.0652173913043478,0.1646459386111054,1199335460.0,3,1,78217530.0,5,0
13.85,0.3333333333333333,0.5736502722089948,1955438250.0,1,1,651812750.0,1,0
10.99,0.1411764705882353,0.3488529333916272,4432326700.0,2,0,625740240.0,3,0
13.22,0.21,0.2836063550709505,782175300.0,2,0,164256813.0,2,0
8.49,0.24,0.3257459798644863,1303625500.0,1,1,312870120.0,5,0
10.62,0.15,0.4173874708128778,782175300.0,3,1,117326295.0,2,0
10.65,0.1349397590361445,0.2526132622239118,2164018330.0,2,1,292012112.0,0,0
8.0,0.0375,0.148236595935324,1303625500.0,3,1,48885956.25,3,0
12.73,0.245,0.5388346532057846,1303625500.0,3,1,319388247.5,0,0
12.21,0.2083333333333333,0.3970439981254189,1251480480.0,2,1,260725100.0,5,0
9.91,0.248,0.3759881556090475,651812750.0,2,1,161649562.0,0,1
14.79,0.1579162486530673,0.2181409470404545,1403378923.26,3,1,221616335.0,1,1
17.27,0.208,0.4799420527916384,1955438250.0,3,1,406731156.0,3,1
5.79,0.06575,0.3647001876127173,2607251000.0,3,1,171426753.25,0,0
6.54,0.0247826086956521,0.1976581528732036,2998338650.0,2,1,74306653.5,4,0
7.29,0.0595238095238095,0.173183292150902,1314054504.0,3,1,78217530.0,0,0
15.33,0.3518518518518518,0.5733044105599868,703957770.0,2,0,247688845.0,3,1
7.29,0.2981260647359455,0.4253363810784905,918273802.2,2,1,273761355.0,3,0
10.99,0.2756410256410256,0.4891647990134642,1016827890.0,3,1,280279482.5,0,0
10.99,0.0394574599260172,0.3304243848292599,2114480561.0,3,1,83432032.0,0,0
14.54,0.2083333333333333,0.4215448600879844,1126332432.0,2,0,234652590.0,2,0
15.21,0.1538461538461538,0.2390443703545197,1355770520.0,1,1,208580080.0,0,0
10.99,0.18125,0.4193180020747042,521450199.9999999,3,0,94512848.75,2,0
9.99,0.0738461538461538,0.352691111950314,1694713150.0,3,1,125148048.0,4,0
10.99,0.25,0.3391639546481805,521450199.9999999,2,0,130362550.0,3,0
6.99,0.0769230769230769,0.1463709460001445,847356575.0,3,1,65181274.99999999,2,0
14.72,0.3448275862068966,0.4051384382991557,1512205580.0,2,1,521450199.9999999,0,1
11.14,0.297029702970297,0.5950244557517487,1316661755.0,2,1,391087650.0,4,0
8.49,0.1923076923076923,0.3514992898097512,2033655780.0,3,1,391087650.0,0,0
7.88,0.1714285714285714,0.4167972070824658,3650151400.0,3,1,625740240.0,5,0
7.49,0.0521739130434782,0.3030767568400996,2398670920.0,3,1,125148048.0,2,0
10.99,0.1632653061224489,0.4528636062216263,2555105980.0,1,1,417160160.0,2,0
11.99,0.2,0.4709723418215498,2085800800.0,3,1,417160160.0,2,0
10.99,0.2964705882352941,0.3660020241704687,1108081675.0,3,1,328513626.0,2,0
13.99,0.4834254143646408,0.7197821314013516,1887649724.0,3,1,912537850.0,1,0
9.99,0.1544117647058823,0.2564999083366976,3545861360.0,3,1,547522710.0,1,0
15.7,0.051510989010989,0.1611120202012015,759231491.1999999,2,0,39108765.0,4,1
10.65,0.1573033707865168,0.3719009838313172,2320453390.0,3,1,365015140.0,2,0
14.11,0.125012501250125,0.3223760562922427,1042796109.96,2,0,130362550.0,4,1
12.21,0.3148148148148148,0.5177682986861425,703957770.0,2,1,221616335.0,2,1
10.37,0.08,0.1624941421053499,912537850.0,2,1,73003028.0,4,0
7.51,0.275,0.5684799112815107,782175300.0,2,1,215098207.5,5,0
12.18,0.0934579439252336,0.2345312233205783,1394879285.0,2,1,130362550.0,0,0
